common_name	kingdom	phylum	class	order	family	genus	specific_epithet
brown-spined prickly-pear	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia	phaeacantha
starvation prickly-pear	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia	polyacantha
nopal tapón	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia	robusta
erect prickly pear	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia	stricta
Woollyjoint Pricklypear	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia	tomentosa
Indian Comb	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Pachycereus	pecten-aboriginum
Mexican Giant Cactus	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Pachycereus	pringlei
Simpson's hedgehog cactus	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Pediocactus	simpsonii
nightblooming cereus	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Peniocereus	greggii
Night-blooming Cereus	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Selenicereus	undatus
Galloping Cactus	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Stenocereus	gummosus
organ pipe cactus	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Stenocereus	thurberi
onyx flower	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Achyronychia	cooperi
Thyme-leaved Sandwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Arenaria	serpyllifolia
Sandcarpet	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cardionema	ramosissimum
field chickweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	arvense
common mouse-ear chickweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	fontanum
Sticky mouse-ear chickweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	glomeratum
deptford pink	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	armeria
Sweet-William	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	barbatus
Carthusian Pink	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	carthusianorum
Chinese-pink	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	chinensis
Maiden Pink	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	deltoides
Fringed Pink	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus	superbus
whitesnow	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Drymaria	cordata
Smooth Rupturewort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Herniaria	glabra
Sea Sandwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Honckenya	peploides
grove sandwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Moehringia	lateriflora
Largeleaf Sandwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Moehringia	macrophylla
Three-nerved Sandwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Moehringia	trinervia
Greenland stitchwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Mononeuria	groenlandica
Hairypink	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Petrorhagia	dubia
fourleaf manyseed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Polycarpon	tetraphyllum
greater stitchwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Rabelera	holostea
rock sandwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	michauxii
Birdseye Pearlwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sagina	procumbens
Rock Soapwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria	ocymoides
common soapwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Saponaria	officinalis
German knotgrass	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Scleranthus	annuus
Moss Campion	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	acaulis
sleepy catchfly	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	antirrhina
Dusty-miller	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	coronaria
red campion	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	dioica
ragged-Robin	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	flos-cuculi
Common catchfly	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	gallica
Indian-pink	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	laciniata
white campion	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	latifolia
Nottingham Catchfly	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	nutans
royal catchfly	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	regia
starry campion	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	stellata
Sea Campion	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	uniflora
fire pink	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	virginica
bladder campion	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	vulgaris
Corn spurrey	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Spergula	arvensis
Red Sand Spurrey	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Spergularia	rubra
Water Chickweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	aquatica
lesser stitchwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	graminea
common chickweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	media
Wood Stitchwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	nemorum
star chickweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	pubera
Sticky Catchfly	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Viscaria	vulgaris
Elephant bush	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Didiereaceae	Portulacaria	afra
Drosera aberrans	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	aberrans
Great Sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	anglica
Drosera arcturi	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	arcturi
Tall sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	auriculata
dwarf sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	brevifolia
Pink Sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	capillaris
Poppy-flowered Sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	cistiflora
spoonleaf sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	intermedia
Climbing Sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	planchonii
round-leaved sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	rotundifolia
Rosy Sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	spatulata
Whittaker's sundew	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera	whittakeri
alkali seaheath	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Frankeniaceae	Frankenia	salina
green carpetweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Molluginaceae	Mollugo	verticillata
Curnow's curse	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Calandrinia	menziesii
common pussypaws	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Calyptridium	monandrum
One-seeded Pussypaws	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Calyptridium	monospermum
Mount Hood pussypaws	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Calyptridium	umbellatum
Carolina spring-beauty	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	caroliniana
western spring beauty	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	lanceolata
Streambank Springbeauty	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	parviflora
miner's lettuce	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	perfoliata
Redstem Springbeauty	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	rubra
Candy Flower	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	sibirica
Virginia spring beauty	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	virginica
Oregon Bitterroot	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Lewisia	rediviva
Small-leaved Blinks	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Montiaceae	Montia	parvifolia
Yellow Sand Verbena	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Abronia	latifolia
red sand-verbena	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Abronia	maritima
Pink Sand Verbena	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Abronia	umbellata
desert sand verbena	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Abronia	villosa
trailing windmills	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Allionia	incarnata
scarlet spiderling	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Boerhavia	coccinea
Marvel of Peru	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Mirabilis	jalapa
Wishbone bush	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Mirabilis	laevis
Colorado four o'clock	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Mirabilis	multiflora
wild four o'clock	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae	Mirabilis	nyctaginea
rougeplant	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Petiveriaceae	Rivina	humilis
pokeweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca	americana
red inkplant	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca	icosandra
Inkweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca	octandra
Sea Thrift	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Armeria	maritima
Carolina Sea Lavender	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Limonium	carolinianum
Perez's sea lavender	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Limonium	perezii
Blue statice	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Limonium	sinuatum
Cape leadwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Plumbago	auriculata
wild leadwort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Plumbago	zeylanica
Coral Bells	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Antigonon	leptopus
American bistort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Bistorta	bistortoides
common bistort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Bistorta	officinalis
alpine bistort	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Bistorta	vivipara
sagebrush chorizanthe	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Chorizanthe	brevicornu
Fringed Spineflower	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Chorizanthe	fimbriata
devil's spineflower	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Chorizanthe	rigida
sea grape	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Coccoloba	uvifera
coastal wild buckwheat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	cinereum
skeleton weed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	deflexum
California buckwheat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	fasciculatum
desert trumpet	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	inflatum
Seaside Buckwheat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	latifolium
Longleaf Buckwheat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	longifolium
Naked Buckwheat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	nudum
cushion buckwheat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	ovalifolium
Seacliff Wild Buckwheat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	parvifolium
Sulphur Flower	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	umbellatum
bastardsage	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Eriogonum	wrightii
Fringed Bindweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fallopia	cilinodis
Black-bindweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fallopia	convolvulus
Copse-bindweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fallopia	dumetorum
climbing false buckwheat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fallopia	scandens
Pohuehue	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia	australis
Muehlenbeckia axillaris	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia	axillaris
maidenhair vine	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia	complexa
alpine sorrel	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Oxyria	digyna
water smartweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	amphibia
halberd-leaved tearthumb	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	arifolia
pink knotweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	capitata
China knotweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	chinensis
waterpepper	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	hydropiper
mild water-pepper	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	hydropiperoides
smartweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	lapathifolia
low smartweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	longiseta
redshank	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	maculosa
pinkweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	pensylvanica
mile-a-minute weed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	perfoliata
dotted knotweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	punctata
arrowleaf tearthumb	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	sagittata
American jumpseed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	virginiana
prostrate knotweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum	aviculare
beach knotweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum	paronychia
woodland pterostegia	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Pterostegia	drymarioides
Asiatic Knotweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Reynoutria	japonica
Giant Knotweed	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Reynoutria	sachalinensis
Common Sorrel	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	acetosa
Sheep's sorrel	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	acetosella
Russian Dock	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	confertus
curled dock	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	crispus
canaigre dock	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	hymenosepalus
Golden Dock	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	maritimus
bitter dock	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	obtusifolius
Purslane	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Portulacaceae	Portulaca	oleracea
shaggy portulaca	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Portulacaceae	Portulaca	pilosa
Greasewood	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Sarcobataceae	Sarcobatus	vermiculatus
jojoba	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Simmondsiaceae	Simmondsia	chinensis
Jewels of Opar	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Talinaceae	Talinum	paniculatum
saltcedar	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Tamaricaceae	Tamarix	ramosissima
crucifixion thorn	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Canotia	holacantha
Oriental staff vine	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	orbiculatus
American bittersweet	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Celastrus	scandens
winged euonymus	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	alatus
strawberry bush	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	americanus
wahoo	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	atropurpureus
Spindle	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	europaeus
wintercreeper	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	fortunei
Japanese spindle tree	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	japonicus
Running Strawberry-bush	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	obovatus
Warty-barked Spindle	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	verrucosus
Fringed Grass of Parnassus	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Parnassia	fimbriata
Fen Grass of Parnassus	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Parnassia	glauca
marsh grass-of-Parnassus	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Parnassia	palustris
Oregon boxwood	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Paxistima	myrsinites
Candlewood	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Pterocelastrus	tricuspidatus
coontail	Plantae	Tracheophyta	Magnoliopsida	Ceratophyllales	Ceratophyllaceae	Ceratophyllum	demersum
White Dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	alba
pagoda dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	alternifolia
silky dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	amomum
Canadian bunchberry	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	canadensis
roughleaf dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	drummondii
flowering dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	florida
European Cornel	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	mas
Mountain Dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	nuttallii
gray dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	racemosa
Round-leaved Dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	rugosa
Bloodtwig Dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	sanguinea
red osier dogwood	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	sericea
Swedish Cornel	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	suecica
Western Bunchberry	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus	unalaschkensis
wild hydrangea	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	arborescens
mophead hydrangea	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	macrophylla
oakleaf hydrangea	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	quercifolia
Piper's mock orange	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Philadelphus	lewisii
Stinging Serpent	Plantae	Tracheophyta	Magnoliopsida	Cornales	Loasaceae	Cevallia	sinuata
desert rock nettle	Plantae	Tracheophyta	Magnoliopsida	Cornales	Loasaceae	Eucnide	urens
Streambank Stickleaf	Plantae	Tracheophyta	Magnoliopsida	Cornales	Loasaceae	Mentzelia	hispida
sand blazingstar	Plantae	Tracheophyta	Magnoliopsida	Cornales	Loasaceae	Mentzelia	involucrata
Giant Blazingstar	Plantae	Tracheophyta	Magnoliopsida	Cornales	Loasaceae	Mentzelia	laevicaulis
sandpaper plant	Plantae	Tracheophyta	Magnoliopsida	Cornales	Loasaceae	Petalonyx	thurberi
Black Tupelo	Plantae	Tracheophyta	Magnoliopsida	Cornales	Nyssaceae	Nyssa	sylvatica
American bladdernut	Plantae	Tracheophyta	Magnoliopsida	Crossosomatales	Staphyleaceae	Staphylea	trifolia
Tree Tutu	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Coriariaceae	Coriaria	arborea
Karaka	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Corynocarpaceae	Corynocarpus	laevigatus
Desert Star-vine	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Brandegea	bigelovii
White Bryony	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Bryonia	cretica
buffalo gourd	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	foetidissima
coyote melon	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	palmata
squirting cucumber	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Ecballium	elaterium
wild cucumber	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Echinocystis	lobata
snake apple	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Ibervillea	lindheimeri
California manroot	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Marah	fabacea
wild cucumber	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Marah	macrocarpa
coastal manroot	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Marah	oregana
creeping cucumber	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Melothria	pendula
Bitter Melon	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica	charantia
Bur-cucumber	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Sicyos	angulatus
Red Valerian	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Centranthus	ruber
northern bush honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Diervilla	lonicera
common teasel	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Dipsacus	fullonum
cutleaf teasel	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Dipsacus	laciniatus
Indian teasel	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Dipsacus	sativus
Field Scabious	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Knautia	arvensis
Himalayan honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Leycesteria	formosa
twinflower	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Linnaea	borealis
western white honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	albiflora
American fly-honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	canadensis
orange honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	ciliosa
Glaucous Honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	dioica
Pink Honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	hispidula
twinberry honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	involucrata
Japanese honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	japonica
Amur honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	maackii
